version	book	chapter	verse	clause_atom	is_shared	is_published	status	keywords	ntext
4b	Genesis	18	17	1545	T		!	valence	_00_ [3|עֹשֶֽׂה] act; take action
4b	Genesis	18	19	1551	T		!	valence	_10_ [1|עֲשֹׂ֥ות] do; make; perform; observe [2|justice and justice]
4b	Genesis	18	21	1563	T		!	valence	_10_ [3|עָשׂ֣וּ] do; make; perform; observe [4|destruction]
4b	Genesis	18	25	1578	T		!	valence	_00_ [1|עֲשֹׂ֣ת] act; take action
4b	Genesis	18	25	1582	T		!	valence	_10_ [4|יַעֲשֶׂ֖ה] do; make; perform; observe [5|justice]
4b	Genesis	18	29	1601	T		!	valence	_00_ [2|אֶֽעֱשֶׂ֔ה] act; take action
4b	Genesis	18	30	1607	T		!	valence	_00_ [2|אֶֽעֱשֶׂ֔ה] act; take action
4b	Genesis	19	3	1646	T		?	valence val_wrn	_1i_ [2|יַּ֤עַשׂ] do; make; perform; observe [4|drinking] for [3|to~them:mm]
4b	Genesis	19	3	1646	T		?	valence val_wrn	[3|to~them:mm] taken as benefactive adjunct
4b	Genesis	19	8	1666	T		?	valence val_wrn	_0i_ [2|עֲשׂ֣וּ] act; take action for [3|to~them:ff]
4b	Genesis	19	8	1666	T		?	valence val_wrn	[3|to~them:ff] taken as benefactive adjunct
4b	Genesis	19	8	1667	T		?	valence val_wrn	_1c_ [3|תַּעֲשׂ֣וּ] make [4|word] to be [1|only to the man the these]
4b	Genesis	19	8	1667	T		?	valence val_wrn	[1|only to the man the these] taken as extra direct object besides [4|word]
4b	Genesis	19	19	1727	T		?	valence val_wrn	_0c_ [2|עָשִׂ֨יתָ֙] do; make; perform; observe [3|company~me]
4b	Genesis	19	19	1727	T		?	valence val_wrn	[3|company~me] taken as direct object
4b	Genesis	19	22	1746	T		!	valence	_10_ [1|עֲשֹׂ֣ות] do; make; perform; observe [2|word]
4b	Genesis	20	5	1826	T		!	valence	_10_ [2|עָשִׂ֥יתִי] do; make; perform; observe [3|this]
4b	Genesis	20	6	1829	T		!	valence	_10_ [3|עָשִׂ֣יתָ] do; make; perform; observe [4|this]
4b	Genesis	20	9	1849	T		?	valence val_wrn	_1i_ [2|עָשִׂ֤יתָ] do; make; perform; observe [1|what] for [3|to~us]
4b	Genesis	20	9	1849	T		?	valence val_wrn	[3|to~us] taken as benefactive adjunct
4b	Genesis	20	9	1854	T		?	valence val_wrn	_1c_ [2|עָשִׂ֖יתָ] make [1|deed] to be [3|company~me]
4b	Genesis	20	9	1854	T		?	valence val_wrn	[3|company~me] taken as extra direct object besides [1|deed]
4b	Genesis	20	10	1857	T		!	valence	_10_ [2|עָשִׂ֖יתָ] do; make; perform; observe [3|& the word the this]
4b	Genesis	20	13	1869	T		?	valence val_wrn	_0c_ [2|תַּעֲשִׂ֖י] do; make; perform; observe [3|company~me]
4b	Genesis	20	13	1869	T		?	valence val_wrn	[3|company~me] taken as direct object
4b	Genesis	21	1	1892	T		!	valence	_10_ [2|יַּ֧עַשׂ] do; make; perform; observe [4|to Sarah]
4b	Genesis	21	6	1906	T		?	valence val_wrn	_1i_ [2|עָ֥שָׂה] do; make; perform; observe [1|laughter] for [3|to~me]
4b	Genesis	21	6	1906	T		?	valence val_wrn	[3|to~me] taken as benefactive adjunct
4b	Genesis	21	8	1916	T		!	valence	_10_ [2|יַּ֤עַשׂ] do; make; perform; observe [4|drinking great]
4b	Genesis	21	22	1978	T		!	valence	_00_ [3|עֹשֶֽׂה] act; take action
4b	Genesis	21	23	1984	T		?	valence val_wrn	_0l_ [2|תַּעֲשֶׂ֣ה] act; take action at [3|company~me and with the earth]
4b	Genesis	21	23	1984	T		?	valence val_wrn	[3|company~me and with the earth] taken as locative adjunct
4b	Genesis	21	23	1983	T		?	valence val_wrn	_0c_ [2|עָשִׂ֤יתִי] do; make; perform; observe [3|with~you:m]
4b	Genesis	21	23	1983	T		?	valence val_wrn	[3|with~you:m] taken as direct object
4b	Genesis	21	26	1992	T		!	valence	_10_ [2|עָשָׂ֖ה] do; make; perform; observe [3|& the word the this]
4b	Genesis	22	12	2075	T		?	valence val_wrn	_1i_ [3|תַּ֥עַשׂ] do; make; perform; observe [5|something] for [4|to~him]
4b	Genesis	22	12	2075	T		?	valence val_wrn	[4|to~him] taken as benefactive adjunct
4b	Genesis	22	16	2095	T		!	valence	_10_ [2|עָשִׂ֨יתָ֙] do; make; perform; observe [3|& the word the this]
4b	Genesis	24	12	2243	T		?	valence val_wrn	_1c_ [2|עֲשֵׂה] make [3|loyalty] to be [4|with lord~me Abraham]
4b	Genesis	24	12	2243	T		?	valence val_wrn	[4|with lord~me Abraham] taken as extra direct object besides [3|loyalty]
4b	Genesis	24	14	2257	T		?	valence val_wrn	_1c_ [2|עָשִׂ֥יתָ] make [3|loyalty] to be [4|with lord~me]
4b	Genesis	24	14	2257	T		?	valence val_wrn	[4|with lord~me] taken as extra direct object besides [3|loyalty]
4b	Genesis	24	49	2423	T		?	valence val_wrn	_1c_ [3|עֹשִׂ֜ים] make [4|loyalty and trustworthiness] to be [5|together with lord~me]
4b	Genesis	24	49	2423	T		?	valence val_wrn	[5|together with lord~me] taken as extra direct object besides [4|loyalty and trustworthiness]
4b	Genesis	24	66	2499	T		!	valence	_00_ [2|עָשָֽׂה] act; take action
4b	Genesis	26	10	2659	T		?	valence val_wrn	_1i_ [2|עָשִׂ֣יתָ] do; make; perform; observe [1|what this] for [3|to~us]
4b	Genesis	26	10	2659	T		?	valence val_wrn	[3|to~us] taken as benefactive adjunct
4b	Genesis	26	29	2731	T		?	valence val_wrn	_1c_ [2|תַּעֲשֵׂ֨ה] make [4|evil] to be [3|with~us]
4b	Genesis	26	29	2731	T		?	valence val_wrn	[3|with~us] taken as extra direct object besides [4|evil]
4b	Genesis	26	29	2733	T		?	valence val_wrn	_1c_ [3|עָשִׂ֤ינוּ] make [5|only good] to be [4|with~you:m]
4b	Genesis	26	29	2733	T		?	valence val_wrn	[4|with~you:m] taken as extra direct object besides [5|only good]
4b	Genesis	26	30	2736	T		?	valence val_wrn	_1i_ [2|יַּ֤עַשׂ] do; make; perform; observe [4|drinking] for [3|to~them:mm]
4b	Genesis	26	30	2736	T		?	valence val_wrn	[3|to~them:mm] taken as benefactive adjunct
4b	Genesis	27	4	2771	T		?	valence val_wrn	_1i_ [2|עֲשֵׂה] do; make; perform; observe [4|savoury food] for [3|to~me]
4b	Genesis	27	4	2771	T		?	valence val_wrn	[3|to~me] taken as benefactive adjunct
4b	Genesis	27	7	2788	T		?	valence val_wrn	_1i_ [2|עֲשֵׂה] do; make; perform; observe [4|savoury food] for [3|to~me]
4b	Genesis	27	7	2788	T		?	valence val_wrn	[3|to~me] taken as benefactive adjunct
4b	Genesis	27	9	2797	T		!	valence	_2_ [2|אֶֽעֱשֶׂ֨ה] make [5|to father~you:m] to be [3|&~them:mm] [4|savoury food]
4b	Genesis	27	14	2818	T		!	valence	_10_ [2|תַּ֤עַשׂ] do; make; perform; observe [4|savoury food]
4b	Genesis	27	17	2825	T		!	valence	_00_ [2|עָשָׂ֑תָה] act; take action
4b	Genesis	27	19	2836	T		!	valence	_00_ [1|עָשִׂ֕יתִי] act; take action
4b	Genesis	27	31	2900	T		!	valence	_10_ [2|יַּ֤עַשׂ] do; make; perform; observe [4|savoury food]
4b	Genesis	27	37	2942	T		!	valence	_10_ [2|אֶֽעֱשֶׂ֖ה] do; make; perform; observe [1|what]
4b	Genesis	27	45	2982	T		?	valence val_wrn	_0i_ [2|עָשִׂ֣יתָ] act; take action for [3|to~him]
4b	Genesis	27	45	2982	T		?	valence val_wrn	[3|to~him] taken as benefactive adjunct
4b	Genesis	28	15	3049	T		!	valence	_10_ [2|עָשִׂ֔יתִי] do; make; perform; observe [3|& <relative> speak to~you:m]
4b	Genesis	29	22	3175	T		!	valence	_10_ [2|יַּ֥עַשׂ] do; make; perform; observe [3|drinking]
4b	Genesis	29	25	3184	T		?	valence val_wrn	_1i_ [2|עָשִׂ֣יתָ] do; make; perform; observe [1|what this] for [3|to~me]
4b	Genesis	29	25	3184	T		?	valence val_wrn	[3|to~me] taken as benefactive adjunct
4b	Genesis	29	28	3193	T		!	valence	_00_ [2|יַּ֤עַשׂ] act; take action
4b	Genesis	30	30	3345	T		!	valence	_10_ [2|אֶֽעֱשֶׂ֥ה] do; make; perform; observe [4|to house~me]
4b	Genesis	30	31	3350	T		?	valence val_wrn	_1i_ [2|תַּֽעֲשֶׂה] do; make; perform; observe [4|the word the this] for [3|to~me]
4b	Genesis	30	31	3350	T		?	valence val_wrn	[3|to~me] taken as benefactive adjunct
4b	Genesis	31	1	3408	T		!	valence	_10_ [2|עָשָׂ֕ה] do; make; perform; observe [3|& whole the weight the this]
4b	Genesis	31	12	3452	T		?	valence val_wrn	_0i_ [3|עֹ֥שֶׂה] act; take action for [4|to~you:m]
4b	Genesis	31	12	3452	T		?	valence val_wrn	[4|to~you:m] taken as benefactive adjunct
4b	Genesis	31	16	3471	T		!	valence	_10_ [2|עֲשֵֽׂה] do; make; perform; observe [1|whole]
4b	Genesis	31	26	3504	T		!	valence	_10_ [2|עָשִׂ֔יתָ] do; make; perform; observe [1|what]
4b	Genesis	31	28	3515	T		!	valence	_00_ [1|עֲשֹֽׂו] act; take action
4b	Genesis	31	29	3517	T		?	valence val_wrn	_1c_ [1|עֲשֹׂ֥ות] make [3|evil] to be [2|with~you:mm]
4b	Genesis	31	29	3517	T		?	valence val_wrn	[2|with~you:mm] taken as extra direct object besides [3|evil]
4b	Genesis	31	43	3593	T		!	valence	_2_ [2|אֶֽעֱשֶׂ֤ה] make [3|to these] to be [1|what]
4b	Genesis	31	46	3604	T		!	valence	_10_ [2|יַּֽעֲשׂוּ] do; make; perform; observe [3|heap]
4b	Genesis	32	11	3679	T		?	valence val_wrn	_0c_ [2|עָשִׂ֖יתָ] do; make; perform; observe [3|together with servant~you:m]
4b	Genesis	32	11	3679	T		?	valence val_wrn	[3|together with servant~you:m] taken as direct object
4b	Genesis	33	17	3849	T		!	valence	_2_ [3|עָשָׂ֣ה] make [2|to purchase~him] to be [4|cover of foliage]
4b	Genesis	34	7	3884	T		?	valence val_wrn	_1l_ [3|עָשָׂ֣ה] do; make; perform; observe [2|stupidity] at [4|in Israel]
4b	Genesis	34	7	3884	T		?	valence val_wrn	[4|in Israel] taken as locative adjunct
4b	Genesis	34	14	3914	T		!	valence	_10_ [1|עֲשֹׂות֙] do; make; perform; observe [2|the word the this]
4b	Genesis	34	19	3931	T		!	valence	_10_ [1|עֲשֹׂ֣ות] do; make; perform; observe [2|the word]
4b	Genesis	34	31	3984	T		!	valence	_2_ [3|יַעֲשֶׂ֖ה] make [2|as fornicate] to be [4|& sister~us]
4b	Genesis	35	1	3989	T		!	valence	_2_ [2|עֲשֵׂה] make [5|to the god] to be [4|altar]
4b	Genesis	35	3	4000	T		!	valence	_2_ [2|אֶֽעֱשֶׂה] make [5|to the god] to be [4|altar]
4b	Genesis	37	3	4209	T		?	valence val_wrn	_1i_ [2|עָ֥שָׂה] do; make; perform; observe [4|tunic sole?] for [3|to~him]
4b	Genesis	37	3	4209	T		?	valence val_wrn	[3|to~him] taken as benefactive adjunct
4b	Genesis	38	10	4403	T		!	valence	_00_ [2|עָשָׂ֑ה] act; take action
4b	Genesis	39	3	4528	T		!	valence	_00_ [3|עֹשֶׂ֔ה] act; take action
4b	Genesis	39	9	4564	T		!	valence	_10_ [3|אֶֽעֱשֶׂ֜ה] do; make; perform; observe [4|the evil the great the this]
4b	Genesis	39	11	4573	T		!	valence	_10_ [1|עֲשֹׂ֣ות] do; make; perform; observe [2|work~him]
4b	Genesis	39	19	4617	T		?	valence val_wrn	_0i_ [2|עָ֥שָׂהּ] act; take action for [3|to~me]
4b	Genesis	39	19	4617	T		?	valence val_wrn	[3|to~me] taken as benefactive adjunct
4b	Genesis	39	22	4630	T		!	valence	_10_ [5|עֹשֶֽׂה] do; make; perform; observe [2|& whole]
4b	Genesis	39	22	4629	T		?	valence val_wrn	_0l_ [2|עֹשִׂים֙] act; take action at [3|there]
4b	Genesis	39	22	4629	T		?	valence val_wrn	[3|there] taken as locative adjunct
4b	Genesis	39	23	4634	T		!	valence	_00_ [3|עֹשֶׂ֖ה] act; take action
4b	Genesis	40	14	4685	T		?	valence val_wrn	_1c_ [2|עָשִֽׂיתָ] make [5|loyalty] to be [4|company~me]
4b	Genesis	40	14	4685	T		?	valence val_wrn	[4|company~me] taken as extra direct object besides [5|loyalty]
4b	Genesis	40	15	4689	T		?	valence val_wrn	_1l_ [4|עָשִׂ֣יתִֽי] do; make; perform; observe [5|something] at [2|even here]
4b	Genesis	40	15	4689	T		?	valence val_wrn	[2|even here] taken as locative adjunct
4b	Genesis	40	20	4709	T		!	valence	_2_ [2|יַּ֥עַשׂ] make [4|to whole servant~him] to be [3|drinking]
4b	Genesis	41	25	4798	T		!	valence	_00_ [3|עֹשֶׂ֖ה] act; take action
4b	Genesis	41	28	4812	T		!	valence	_00_ [3|עֹשֶׂ֖ה] act; take action
4b	Genesis	41	32	4824	T		!	valence	_10_ [1|עֲשֹׂתֹֽו] do; make; perform; observe [1|to make~him]
4b	Genesis	41	34	4828	T		!	valence	_00_ [1|יַעֲשֶׂ֣ה] act; take action
4b	Genesis	41	47	4870	T		!	valence	_10_ [2|תַּ֣עַשׂ] do; make; perform; observe [5|to handful]
4b	Genesis	41	55	4900	T		!	valence	_10_ [1|תַּעֲשֽׂוּ] do; make; perform; observe [1|<relative> say to~you:mm]
4b	Genesis	42	18	4991	T		!	valence	_10_ [2|עֲשׂ֖וּ] do; make; perform; observe [1|this]
4b	Genesis	42	20	5001	T		!	valence	_00_ [2|יַּעֲשׂוּ] act; take action
4b	Genesis	42	25	5031	T		?	valence val_wrn	_0i_ [2|יַּ֥עַשׂ] act; take action for [3|to~them:mm]
4b	Genesis	42	25	5031	T		?	valence val_wrn	[3|to~them:mm] taken as benefactive adjunct
4b	Genesis	42	28	5045	T		?	valence val_wrn	_1i_ [2|עָשָׂ֥ה] do; make; perform; observe [1|what this] for [4|to~us]
4b	Genesis	42	28	5045	T		?	valence val_wrn	[4|to~us] taken as benefactive adjunct
4b	Genesis	43	11	5150	T		!	valence	_10_ [3|עֲשׂוּ֒] do; make; perform; observe [2|this]
4b	Genesis	43	17	5178	T		!	valence	_00_ [2|יַּ֣עַשׂ] act; take action
4b	Genesis	44	2	5277	T		!	valence	_00_ [2|יַּ֕עַשׂ] act; take action
4b	Genesis	44	5	5294	T		!	valence	_00_ [2|עֲשִׂיתֶֽם] act; take action
4b	Genesis	44	7	5300	T		!	valence	_00_ [1|עֲשֹׂ֖ות] act; take action
4b	Genesis	44	15	5332	T		!	valence	_00_ [2|עֲשִׂיתֶ֑ם] act; take action
4b	Genesis	44	17	5346	T		!	valence	_10_ [1|עֲשֹׂ֖ות] do; make; perform; observe [2|this]
4b	Genesis	45	17	5495	T		!	valence	_10_ [2|עֲשׂ֑וּ] do; make; perform; observe [1|this]
4b	Genesis	45	19	5504	T		!	valence	_10_ [2|עֲשׂ֑וּ] do; make; perform; observe [1|this]
4b	Genesis	45	21	5511	T		!	valence	_00_ [2|יַּֽעֲשׂוּ] act; take action
4b	Genesis	47	29	5773	T		?	valence val_wrn	_1c_ [2|עָשִׂ֤יתָ] make [4|loyalty and trustworthiness] to be [3|company~me]
4b	Genesis	47	29	5773	T		?	valence val_wrn	[3|company~me] taken as extra direct object besides [4|loyalty and trustworthiness]
4b	Genesis	47	30	5779	T		!	valence	_00_ [2|אֶֽעֱשֶׂ֥ה] act; take action
4b	Genesis	50	10	6059	T		!	valence	_2_ [2|יַּ֧עַשׂ] make [3|to father~him] to be [4|mourning rites]
4b	Genesis	50	12	6065	T		?	valence val_wrn	_0i_ [2|יַּעֲשׂ֥וּ] act; take action for [4|to~him]
4b	Genesis	50	12	6065	T		?	valence val_wrn	[4|to~him] taken as benefactive adjunct
4b	Genesis	50	20	6102	T		!	valence	_00_ [1|עֲשֹׂ֛ה] act; take action
4b	Exodus	1	17	50	T		!	valence	_00_ [3|עָשׂ֔וּ] act; take action
4b	Exodus	1	18	55	T		!	valence	_10_ [2|עֲשִׂיתֶ֖ן] do; make; perform; observe [3|the word the this]
4b	Exodus	1	21	67	T		?	valence val_wrn	_1i_ [2|יַּ֥עַשׂ] do; make; perform; observe [4|house] for [3|to~them:mm]
4b	Exodus	1	21	67	T		?	valence val_wrn	[3|to~them:mm] taken as benefactive adjunct
4b	Exodus	3	16	277	T		?	valence val_wrn	_0i_ [3|עָשׂ֥וּי] act; take action for [4|to~you:mm]
4b	Exodus	3	16	277	T		?	valence val_wrn	[4|to~you:mm] taken as benefactive adjunct
4b	Exodus	3	20	293	T		?	valence val_wrn	_0l_ [2|אֶֽעֱשֶׂ֖ה] act; take action at [3|in interior~him]
4b	Exodus	3	20	293	T		?	valence val_wrn	[3|in interior~him] taken as locative adjunct
4b	Exodus	4	15	382	T		!	valence	_00_ [2|תַּעֲשֽׂוּן] act; take action
4b	Exodus	4	17	388	T		?	valence val_wrn	_1l_ [2|תַּעֲשֶׂה] do; make; perform; observe [4|& the sign] at [3|in~him]
4b	Exodus	4	17	388	T		?	valence val_wrn	[3|in~him] taken as locative adjunct
4b	Exodus	4	21	413	T		?	valence val_wrn	_1l_ [2|עֲשִׂיתָ֖ם] do; make; perform; observe [2|make~them:mm] at [3|to face pharaoh]
4b	Exodus	4	21	413	T		?	valence val_wrn	[3|to face pharaoh] taken as locative adjunct
4b	Exodus	4	30	452	T		!	valence	_10_ [2|יַּ֥עַשׂ] do; make; perform; observe [3|the sign]
4b	Exodus	5	8	492	T		!	valence	_00_ [3|עֹשִׂ֨ים] act; take action
4b	Exodus	5	9	501	T		?	valence val_wrn	_0l_ [2|יַעֲשׂוּ] act; take action at [3|in~her]
4b	Exodus	5	9	501	T		?	valence val_wrn	[3|in~her] taken as locative adjunct
4b	Exodus	5	15	528	T		!	valence	_10_ [2|תַעֲשֶׂ֦ה] do; make; perform; observe [4|to servant~you:m]
4b	Exodus	5	16	532	T		!	valence	_10_ [3|עֲשׂ֑וּ] do; make; perform; observe [2|brick]
4b	Exodus	6	1	570	T		!	valence	_10_ [2|אֶֽעֱשֶׂ֖ה] do; make; perform; observe [3|to pharaoh]
4b	Exodus	7	6	676	T		!	valence	_00_ [2|יַּ֥עַשׂ] act; take action
4b	Exodus	7	6	678	T		!	valence	_00_ [2|עָשֽׂוּ] act; take action
4b	Exodus	7	10	692	T		!	valence	_00_ [2|יַּ֣עַשׂוּ] act; take action
4b	Exodus	7	11	697	T		!	valence	_00_ [2|יַּֽעֲשׂ֨וּ] act; take action
4b	Exodus	7	20	745	T		!	valence	_00_ [2|יַּֽעֲשׂוּ] act; take action
4b	Exodus	7	22	760	T		!	valence	_00_ [2|יַּֽעֲשׂוּ] act; take action
4b	Exodus	8	3	793	T		?	valence val_wrn	_0l_ [2|יַּֽעֲשׂוּ] act; take action at [5|in secrecy~them:mm]
4b	Exodus	8	3	793	T		?	valence val_wrn	[5|in secrecy~them:mm] taken as locative adjunct
4b	Exodus	8	9	817	T		!	valence	_00_ [2|יַּ֥עַשׂ] act; take action
4b	Exodus	8	13	831	T		!	valence	_00_ [2|יַּֽעֲשׂוּ] act; take action
4b	Exodus	8	14	836	T		!	valence	_00_ [2|יַּעֲשׂוּ] act; take action
4b	Exodus	8	20	866	T		!	valence	_00_ [2|יַּ֤עַשׂ] act; take action
4b	Exodus	8	22	876	T		!	valence	_00_ [1|עֲשֹׂ֣ות] act; take action
4b	Exodus	8	27	900	T		!	valence	_00_ [2|יַּ֤עַשׂ] act; take action
4b	Exodus	9	5	923	T		?	valence val_wrn	_1l_ [2|יַעֲשֶׂ֧ה] do; make; perform; observe [4|the word the this] at [5|in the earth]
4b	Exodus	9	5	923	T		?	valence val_wrn	[5|in the earth] taken as locative adjunct
4b	Exodus	9	6	924	T		!	valence	_10_ [2|יַּ֨עַשׂ] do; make; perform; observe [4|& the word the this]
4b	Exodus	10	25	1164	T		!	valence	_10_ [2|עָשִׂ֖ינוּ] do; make; perform; observe [3|to YHWH god(s)~us]
4b	Exodus	11	10	1224	T		!	valence	_10_ [3|עָשׂ֛וּ] do; make; perform; observe [4|& whole the sign the these]
4b	Exodus	12	12	1266	T		?	valence val_wrn	_1l_ [3|אֶֽעֱשֶׂ֥ה] do; make; perform; observe [4|judgment] at [2|in whole god(s) Egypt]
4b	Exodus	12	12	1266	T		?	valence val_wrn	[2|in whole god(s) Egypt] taken as locative adjunct
4b	Exodus	12	28	1335	T		!	valence	_00_ [2|יַּֽעֲשׂ֖וּ] act; take action
4b	Exodus	12	28	1337	T		!	valence	_00_ [2|עָשֽׂוּ] act; take action
4b	Exodus	12	35	1368	T		!	valence	_10_ [3|עָשׂ֖וּ] do; make; perform; observe [4|as word Moses]
